,name,path,Train Accuracy,Validation Accuracy,Test Accuracy,Throughput,Multi-Crop Test Accuracy,awgn,awgn_age,mgn,mixup,fc_stages,use_age,photic,EKG,seed,model,num_params,model size,seq_length,dropout,weight_decay,total_samples,base_lr,lr_scheduler_type,warmup_steps,model size (MiB)
0,34oksw2q,E:\CAUEEG\checkpoint\34oksw2q\checkpoint.pt,99.71800986842105,87.31880733944953,87.55291612057667,5.5176137532272255e-05,95.60681520314547,0,0,0,0.0,1,no,X,X,0,Ieracitano-CNN,3457995,13839798,1000,0,0.01,100000000,0.0006686096096470754,constant_with_decay,9766,13.198659896850586
